city_town,count,hostpialized,deaths,fully_vaccinated,date
Barrington,fewer than 5,,,,2020-03-25
Bristol,fewer than 5,,,,2020-03-25
Burrillville,fewer than 5,,,,2020-03-25
Central Falls,fewer than 5,,,,2020-03-25
Coventry,fewer than 5,,,,2020-03-25
Cranston,11,,,,2020-03-25
Cumberland,fewer than 5,,,,2020-03-25
East Providence,8,,,,2020-03-25
Exeter,0,,,,2020-03-25
Foster,fewer than 5,,,,2020-03-25
Glocester,0,,,,2020-03-25
Hopkinton,0,,,,2020-03-25
Jamestown,fewer than 5,,,,2020-03-25
Johnston,fewer than 5,,,,2020-03-25
Lincoln,fewer than 5,,,,2020-03-25
Little Compton,0,,,,2020-03-25
Middletown,5,,,,2020-03-25
Narragansett,fewer than 5,,,,2020-03-25
New Shoreham,0,,,,2020-03-25
Newport,fewer than 5,,,,2020-03-25
North Kingstown,fewer than 5,,,,2020-03-25
North Providence,fewer than 5,,,,2020-03-25
North Smithfield,fewer than 5,,,,2020-03-25
Pawtucket,5,,,,2020-03-25
Portsmouth,fewer than 5,,,,2020-03-25
Providence,42,,,,2020-03-25
Richmond,0,,,,2020-03-25
Scituate,fewer than 5,,,,2020-03-25
Smithfield,fewer than 5,,,,2020-03-25
South Kingstown,7,,,,2020-03-25
Tiverton,0,,,,2020-03-25
Warren,fewer than 5,,,,2020-03-25
Warwick,7,,,,2020-03-25
West Greenwich,0,,,,2020-03-25
West Warwick,0,,,,2020-03-25
Westerly,fewer than 5,,,,2020-03-25
Woonsocket,fewer than 5,,,,2020-03-25
Barrington,fewer than 5,,,,2020-03-26
Bristol,fewer than 5,,,,2020-03-26
Burrillville,fewer than 5,,,,2020-03-26
Central Falls,fewer than 5,,,,2020-03-26
Coventry,fewer than 5,,,,2020-03-26
Cranston,18,,,,2020-03-26
Cumberland,5,,,,2020-03-26
East Providence,9,,,,2020-03-26
Exeter,0,,,,2020-03-26
Foster,fewer than 5,,,,2020-03-26
Glocester,0,,,,2020-03-26
Hopkinton,fewer than 5,,,,2020-03-26
Jamestown,fewer than 5,,,,2020-03-26
Johnston,6,,,,2020-03-26
Lincoln,fewer than 5,,,,2020-03-26
Little Compton,0,,,,2020-03-26
Middletown,6,,,,2020-03-26
Narragansett,fewer than 5,,,,2020-03-26
New Shoreham,0,,,,2020-03-26
Newport,5,,,,2020-03-26
North Kingstown,fewer than 5,,,,2020-03-26
North Providence,fewer than 5,,,,2020-03-26
North Smithfield,fewer than 5,,,,2020-03-26
Pawtucket,7,,,,2020-03-26
Portsmouth,fewer than 5,,,,2020-03-26
Providence,51,,,,2020-03-26
Richmond,0,,,,2020-03-26
Scituate,fewer than 5,,,,2020-03-26
Smithfield,fewer than 5,,,,2020-03-26
South Kingstown,7,,,,2020-03-26
Tiverton,0,,,,2020-03-26
Warren,fewer than 5,,,,2020-03-26
Warwick,8,,,,2020-03-26
West Greenwich,0,,,,2020-03-26
West Warwick,fewer than 5,,,,2020-03-26
Westerly,fewer than 5,,,,2020-03-26
Woonsocket,fewer than 5,,,,2020-03-26
Barrington,5,,,,2020-03-27
Bristol,<5,,,,2020-03-27
Burrillville,<5,,,,2020-03-27
Central Falls,<5,,,,2020-03-27
Charlestown,<5,,,,2020-03-27
Coventry,5,,,,2020-03-27
Cranston,21,,,,2020-03-27
Cumberland,7,,,,2020-03-27
East Greenwich,0,,,,2020-03-27
East Providence,9,,,,2020-03-27
Exeter,0,,,,2020-03-27
Foster,<5,,,,2020-03-27
Glocester,0,,,,2020-03-27
Hopkinton,<5,,,,2020-03-27
Jamestown,<5,,,,2020-03-27
Johnston,5,,,,2020-03-27
Lincoln,<5,,,,2020-03-27
Little Compton,0,,,,2020-03-27
Middletown,6,,,,2020-03-27
Narragansett,<5,,,,2020-03-27
New Shoreham,0,,,,2020-03-27
Newport,5,,,,2020-03-27
North Kingstown,8,,,,2020-03-27
North Providence,<5,,,,2020-03-27
North Smithfield,<5,,,,2020-03-27
Pawtucket,9,,,,2020-03-27
Portsmouth,<5,,,,2020-03-27
Providence,57,,,,2020-03-27
Richmond,0,,,,2020-03-27
Scituate,<5,,,,2020-03-27
Smithfield,<5,,,,2020-03-27
South Kingstown,8,,,,2020-03-27
Tiverton,<5,,,,2020-03-27
Warren,<5,,,,2020-03-27
Warwick,11,,,,2020-03-27
West Greenwich,0,,,,2020-03-27
West Warwick,<5,,,,2020-03-27
Westerly,5,,,,2020-03-27
Woonsocket,<5,,,,2020-03-27
Barrington,6,,,,2020-03-28
Bristol,<5,,,,2020-03-28
Burrillville,7,,,,2020-03-28
Central Falls,<5,,,,2020-03-28
Charlestown,<5,,,,2020-03-28
Coventry,5,,,,2020-03-28
Cranston,27,,,,2020-03-28
Cumberland,7,,,,2020-03-28
East Greenwich,<5,,,,2020-03-28
East Providence,10,,,,2020-03-28
Exeter,0,,,,2020-03-28
Foster,<5,,,,2020-03-28
Glocester,<5,,,,2020-03-28
Hopkinton,<5,,,,2020-03-28
Jamestown,<5,,,,2020-03-28
Johnston,5,,,,2020-03-28
Lincoln,<5,,,,2020-03-28
Little Compton,0,,,,2020-03-28
Middletown,6,,,,2020-03-28
Narragansett,<5,,,,2020-03-28
New Shoreham,0,,,,2020-03-28
Newport,5,,,,2020-03-28
North Kingstown,8,,,,2020-03-28
North Providence,<5,,,,2020-03-28
North Smithfield,<5,,,,2020-03-28
Pawtucket,11,,,,2020-03-28
Portsmouth,<5,,,,2020-03-28
Providence,59,,,,2020-03-28
Richmond,0,,,,2020-03-28
Scituate,<5,,,,2020-03-28
Smithfield,5,,,,2020-03-28
South Kingstown,8,,,,2020-03-28
Tiverton,5,,,,2020-03-28
Warren,<5,,,,2020-03-28
Warwick,14,,,,2020-03-28
West Greenwich,0,,,,2020-03-28
West Warwick,5,,,,2020-03-28
Westerly,5,,,,2020-03-28
Woonsocket,<5,,,,2020-03-28
Barrington,6,,,,2020-03-29
Bristol,5,,,,2020-03-29
Burrillville,7,,,,2020-03-29
Central Falls,<5,,,,2020-03-29
Charlestown,<5,,,,2020-03-29
Coventry,6,,,,2020-03-29
Cranston,31,,,,2020-03-29
Cumberland,8,,,,2020-03-29
East Greenwich,<5,,,,2020-03-29
East Providence,13,,,,2020-03-29
Exeter,<5,,,,2020-03-29
Foster,<5,,,,2020-03-29
Glocester,<5,,,,2020-03-29
Hopkinton,<5,,,,2020-03-29
Jamestown,<5,,,,2020-03-29
Johnston,7,,,,2020-03-29
Lincoln,<5,,,,2020-03-29
Little Compton,<5,,,,2020-03-29
Middletown,6,,,,2020-03-29
Narragansett,<5,,,,2020-03-29
New Shoreham,0,,,,2020-03-29
Newport,6,,,,2020-03-29
North Kingstown,8,,,,2020-03-29
North Providence,<5,,,,2020-03-29
North Smithfield,<5,,,,2020-03-29
Pawtucket,14,,,,2020-03-29
Portsmouth,<5,,,,2020-03-29
Providence,63,,,,2020-03-29
Richmond,0,,,,2020-03-29
Scituate,<5,,,,2020-03-29
Smithfield,5,,,,2020-03-29
South Kingstown,8,,,,2020-03-29
Tiverton,5,,,,2020-03-29
Warren,<5,,,,2020-03-29
Warwick,16,,,,2020-03-29
West Greenwich,0,,,,2020-03-29
West Warwick,6,,,,2020-03-29
Westerly,5,,,,2020-03-29
Woonsocket,<5,,,,2020-03-29
Barrington,8,,,,2020-03-30
Bristol,5,,,,2020-03-30
Burrillville,8,,,,2020-03-30
Central Falls,5,,,,2020-03-30
Charlestown,<5,,,,2020-03-30
Coventry,6,,,,2020-03-30
Cranston,35,,,,2020-03-30
Cumberland,10,,,,2020-03-30
East Greenwich,<5,,,,2020-03-30
East Providence,17,,,,2020-03-30
Exeter,<5,,,,2020-03-30
Foster,<5,,,,2020-03-30
Glocester,<5,,,,2020-03-30
Hopkinton,<5,,,,2020-03-30
Jamestown,<5,,,,2020-03-30
Johnston,8,,,,2020-03-30
Lincoln,<5,,,,2020-03-30
Little Compton,<5,,,,2020-03-30
Middletown,6,,,,2020-03-30
Narragansett,<5,,,,2020-03-30
New Shoreham,0,,,,2020-03-30
Newport,7,,,,2020-03-30
North Kingstown,8,,,,2020-03-30
North Providence,16,,,,2020-03-30
North Smithfield,<5,,,,2020-03-30
Pawtucket,32,,,,2020-03-30
Portsmouth,<5,,,,2020-03-30
Providence,71,,,,2020-03-30
Richmond,0,,,,2020-03-30
Scituate,<5,,,,2020-03-30
Smithfield,6,,,,2020-03-30
South Kingstown,8,,,,2020-03-30
Tiverton,5,,,,2020-03-30
Warren,<5,,,,2020-03-30
Warwick,17,,,,2020-03-30
West Greenwich,0,,,,2020-03-30
West Warwick,8,,,,2020-03-30
Westerly,8,,,,2020-03-30
Woonsocket,<5,,,,2020-03-30
Barrington,12,,,,2020-03-31
Bristol,6,,,,2020-03-31
Burrillville,10,,,,2020-03-31
Central Falls,6,,,,2020-03-31
Charlestown,<5,,,,2020-03-31
Coventry,9,,,,2020-03-31
Cranston,39,,,,2020-03-31
Cumberland,15,,,,2020-03-31
East Greenwich,<5,,,,2020-03-31
East Providence,18,,,,2020-03-31
Exeter,<5,,,,2020-03-31
Foster,<5,,,,2020-03-31
Glocester,<5,,,,2020-03-31
Hopkinton,<5,,,,2020-03-31
Jamestown,<5,,,,2020-03-31
Johnston,9,,,,2020-03-31
Lincoln,8,,,,2020-03-31
Little Compton,<5,,,,2020-03-31
Middletown,7,,,,2020-03-31
Narragansett,<5,,,,2020-03-31
New Shoreham,0,,,,2020-03-31
Newport,8,,,,2020-03-31
North Kingstown,8,,,,2020-03-31
North Providence,49,,,,2020-03-31
North Smithfield,<5,,,,2020-03-31
Pawtucket,52,,,,2020-03-31
Portsmouth,<5,,,,2020-03-31
Providence,83,,,,2020-03-31
Richmond,0,,,,2020-03-31
Scituate,<5,,,,2020-03-31
Smithfield,7,,,,2020-03-31
South Kingstown,9,,,,2020-03-31
Tiverton,5,,,,2020-03-31
Warren,<5,,,,2020-03-31
Warwick,22,,,,2020-03-31
West Greenwich,0,,,,2020-03-31
West Warwick,8,,,,2020-03-31
Westerly,8,,,,2020-03-31
Woonsocket,5,,,,2020-03-31
Barrington,12,,,,2020-04-01
Bristol,7,,,,2020-04-01
Burrillville,10,,,,2020-04-01
Central Falls,8,,,,2020-04-01
Charlestown,<5,,,,2020-04-01
Coventry,13,,,,2020-04-01
Cranston,47,,,,2020-04-01
Cumberland,19,,,,2020-04-01
East Greenwich,<5,,,,2020-04-01
East Providence,20,,,,2020-04-01
Exeter,<5,,,,2020-04-01
Foster,<5,,,,2020-04-01
Glocester,<5,,,,2020-04-01
Hopkinton,<5,,,,2020-04-01
Jamestown,<5,,,,2020-04-01
Johnston,10,,,,2020-04-01
Lincoln,11,,,,2020-04-01
Little Compton,<5,,,,2020-04-01
Middletown,9,,,,2020-04-01
Narragansett,<5,,,,2020-04-01
New Shoreham,0,,,,2020-04-01
Newport,8,,,,2020-04-01
North Kingstown,10,,,,2020-04-01
North Providence,60,,,,2020-04-01
North Smithfield,<5,,,,2020-04-01
Pawtucket,86,,,,2020-04-01
Portsmouth,6,,,,2020-04-01
Providence,96,,,,2020-04-01
Richmond,0,,,,2020-04-01
Scituate,<5,,,,2020-04-01
Smithfield,12,,,,2020-04-01
South Kingstown,10,,,,2020-04-01
Tiverton,6,,,,2020-04-01
Warren,<5,,,,2020-04-01
Warwick,29,,,,2020-04-01
West Greenwich,<5,,,,2020-04-01
West Warwick,11,,,,2020-04-01
Westerly,8,,,,2020-04-01
Woonsocket,8,,,,2020-04-01
Barrington,13,,,,2020-04-02
Bristol,7,,,,2020-04-02
Burrillville,10,,,,2020-04-02
Central Falls,11,,,,2020-04-02
Charlestown,<5,,,,2020-04-02
Coventry,15,,,,2020-04-02
Cranston,54,,,,2020-04-02
Cumberland,21,,,,2020-04-02
East Greenwich,<5,,,,2020-04-02
East Providence,21,,,,2020-04-02
Exeter,<5,,,,2020-04-02
Foster,<5,,,,2020-04-02
Glocester,<5,,,,2020-04-02
Hopkinton,<5,,,,2020-04-02
Jamestown,<5,,,,2020-04-02
Johnston,11,,,,2020-04-02
Lincoln,11,,,,2020-04-02
Little Compton,<5,,,,2020-04-02
Middletown,9,,,,2020-04-02
Narragansett,<5,,,,2020-04-02
New Shoreham,0,,,,2020-04-02
Newport,9,,,,2020-04-02
North Kingstown,10,,,,2020-04-02
North Providence,61,,,,2020-04-02
North Smithfield,<5,,,,2020-04-02
Pawtucket,91,,,,2020-04-02
Portsmouth,7,,,,2020-04-02
Providence,102,,,,2020-04-02
Richmond,0,,,,2020-04-02
Scituate,<5,,,,2020-04-02
Smithfield,12,,,,2020-04-02
South Kingstown,12,,,,2020-04-02
Tiverton,6,,,,2020-04-02
Warren,<5,,,,2020-04-02
Warwick,30,,,,2020-04-02
West Greenwich,<5,,,,2020-04-02
West Warwick,12,,,,2020-04-02
Westerly,8,,,,2020-04-02
Woonsocket,9,,,,2020-04-02
Barrington,13,,,,2020-04-04
Bristol,10,,,,2020-04-04
Burrillville,11,,,,2020-04-04
Central Falls,12,,,,2020-04-04
Charlestown,<5,,,,2020-04-04
Coventry,23,,,,2020-04-04
Cranston,64,,,,2020-04-04
Cumberland,25,,,,2020-04-04
East Greenwich,<5,,,,2020-04-04
East Providence,24,,,,2020-04-04
Exeter,<5,,,,2020-04-04
Foster,<5,,,,2020-04-04
Glocester,<5,,,,2020-04-04
Hopkinton,<5,,,,2020-04-04
Jamestown,<5,,,,2020-04-04
Johnston,11,,,,2020-04-04
Lincoln,12,,,,2020-04-04
Little Compton,<5,,,,2020-04-04
Middletown,9,,,,2020-04-04
Narragansett,<5,,,,2020-04-04
New Shoreham,<5,,,,2020-04-04
Newport,13,,,,2020-04-04
North Kingstown,15,,,,2020-04-04
North Providence,68,,,,2020-04-04
North Smithfield,<5,,,,2020-04-04
Pawtucket,99,,,,2020-04-04
Portsmouth,8,,,,2020-04-04
Providence,136,,,,2020-04-04
Richmond,0,,,,2020-04-04
Scituate,<5,,,,2020-04-04
Smithfield,13,,,,2020-04-04
South Kingstown,19,,,,2020-04-04
Tiverton,7,,,,2020-04-04
Warren,<5,,,,2020-04-04
Warwick,37,,,,2020-04-04
West Greenwich,<5,,,,2020-04-04
West Warwick,20,,,,2020-04-04
Westerly,9,,,,2020-04-04
Woonsocket,12,,,,2020-04-04
Barrington,14,,,,2020-04-05
Bristol,10,,,,2020-04-05
Burrillville,11,,,,2020-04-05
Central Falls,12,,,,2020-04-05
Charlestown,<5,,,,2020-04-05
Coventry,25,,,,2020-04-05
Cranston,67,,,,2020-04-05
Cumberland,27,,,,2020-04-05
East Greenwich,<5,,,,2020-04-05
East Providence,27,,,,2020-04-05
Exeter,<5,,,,2020-04-05
Foster,<5,,,,2020-04-05
Glocester,<5,,,,2020-04-05
Hopkinton,<5,,,,2020-04-05
Jamestown,<5,,,,2020-04-05
Johnston,14,,,,2020-04-05
Lincoln,12,,,,2020-04-05
Little Compton,<5,,,,2020-04-05
Middletown,10,,,,2020-04-05
Narragansett,<5,,,,2020-04-05
New Shoreham,<5,,,,2020-04-05
Newport,14,,,,2020-04-05
North Kingstown,17,,,,2020-04-05
North Providence,73,,,,2020-04-05
North Smithfield,<5,,,,2020-04-05
Pawtucket,109,,,,2020-04-05
Portsmouth,9,,,,2020-04-05
Providence,151,,,,2020-04-05
Richmond,0,,,,2020-04-05
Scituate,5,,,,2020-04-05
Smithfield,14,,,,2020-04-05
South Kingstown,19,,,,2020-04-05
Tiverton,7,,,,2020-04-05
Warren,<5,,,,2020-04-05
Warwick,41,,,,2020-04-05
West Greenwich,<5,,,,2020-04-05
West Warwick,24,,,,2020-04-05
Westerly,12,,,,2020-04-05
Woonsocket,13,,,,2020-04-05
Barrington,15,,,,2020-04-06
Bristol,11,,,,2020-04-06
Burrillville,12,,,,2020-04-06
Central Falls,15,,,,2020-04-06
Charlestown,<5,,,,2020-04-06
Coventry,26,,,,2020-04-06
Cranston,78,,,,2020-04-06
Cumberland,32,,,,2020-04-06
East Greenwich,5,,,,2020-04-06
East Providence,34,,,,2020-04-06
Exeter,<5,,,,2020-04-06
Foster,<5,,,,2020-04-06
Glocester,<5,,,,2020-04-06
Hopkinton,<5,,,,2020-04-06
Jamestown,5,,,,2020-04-06
Johnston,17,,,,2020-04-06
Lincoln,12,,,,2020-04-06
Little Compton,<5,,,,2020-04-06
Middletown,10,,,,2020-04-06
Narragansett,5,,,,2020-04-06
New Shoreham,<5,,,,2020-04-06
Newport,14,,,,2020-04-06
North Kingstown,28,,,,2020-04-06
North Providence,77,,,,2020-04-06
North Smithfield,5,,,,2020-04-06
Pawtucket,126,,,,2020-04-06
Portsmouth,12,,,,2020-04-06
Providence,178,,,,2020-04-06
Richmond,0,,,,2020-04-06
Scituate,5,,,,2020-04-06
Smithfield,16,,,,2020-04-06
South Kingstown,20,,,,2020-04-06
Tiverton,10,,,,2020-04-06
Warren,<5,,,,2020-04-06
Warwick,48,,,,2020-04-06
West Greenwich,<5,,,,2020-04-06
West Warwick,25,,,,2020-04-06
Westerly,13,,,,2020-04-06
Woonsocket,13,,,,2020-04-06
Barrington,15,,,,2020-04-07
Bristol,14,,,,2020-04-07
Burrillville,16,,,,2020-04-07
Central Falls,15,,,,2020-04-07
Charlestown,<5,,,,2020-04-07
Coventry,37,,,,2020-04-07
Cranston,90,,,,2020-04-07
Cumberland,34,,,,2020-04-07
East Greenwich,5,,,,2020-04-07
East Providence,41,,,,2020-04-07
Exeter,<5,,,,2020-04-07
Foster,<5,,,,2020-04-07
Glocester,<5,,,,2020-04-07
Hopkinton,<5,,,,2020-04-07
Jamestown,5,,,,2020-04-07
Johnston,21,,,,2020-04-07
Lincoln,13,,,,2020-04-07
Little Compton,<5,,,,2020-04-07
Middletown,11,,,,2020-04-07
Narragansett,8,,,,2020-04-07
New Shoreham,<5,,,,2020-04-07
Newport,14,,,,2020-04-07
North Kingstown,32,,,,2020-04-07
North Providence,84,,,,2020-04-07
North Smithfield,5,,,,2020-04-07
Pawtucket,133,,,,2020-04-07
Portsmouth,13,,,,2020-04-07
Providence,217,,,,2020-04-07
Richmond,0,,,,2020-04-07
Scituate,5,,,,2020-04-07
Smithfield,19,,,,2020-04-07
South Kingstown,20,,,,2020-04-07
Tiverton,12,,,,2020-04-07
Warren,<5,,,,2020-04-07
Warwick,54,,,,2020-04-07
West Greenwich,<5,,,,2020-04-07
West Warwick,28,,,,2020-04-07
Westerly,16,,,,2020-04-07
Woonsocket,20,,,,2020-04-07
Barrington,16,,,,2020-04-08
Bristol,14,,,,2020-04-08
Burrillville,17,,,,2020-04-08
Central Falls,20,,,,2020-04-08
Charlestown,<5,,,,2020-04-08
Coventry,39,,,,2020-04-08
Cranston,98,,,,2020-04-08
Cumberland,37,,,,2020-04-08
East Greenwich,7,,,,2020-04-08
East Providence,46,,,,2020-04-08
Exeter,5,,,,2020-04-08
Foster,<5,,,,2020-04-08
Glocester,<5,,,,2020-04-08
Hopkinton,<5,,,,2020-04-08
Jamestown,6,,,,2020-04-08
Johnston,25,,,,2020-04-08
Lincoln,14,,,,2020-04-08
Little Compton,<5,,,,2020-04-08
Middletown,11,,,,2020-04-08
Narragansett,9,,,,2020-04-08
New Shoreham,<5,,,,2020-04-08
Newport,14,,,,2020-04-08
North Kingstown,40,,,,2020-04-08
North Providence,93,,,,2020-04-08
North Smithfield,6,,,,2020-04-08
Pawtucket,143,,,,2020-04-08
Portsmouth,12,,,,2020-04-08
Providence,283,,,,2020-04-08
Richmond,0,,,,2020-04-08
Scituate,6,,,,2020-04-08
Smithfield,19,,,,2020-04-08
South Kingstown,23,,,,2020-04-08
Tiverton,12,,,,2020-04-08
Warren,<5,,,,2020-04-08
Warwick,59,,,,2020-04-08
West Greenwich,<5,,,,2020-04-08
West Warwick,31,,,,2020-04-08
Westerly,17,,,,2020-04-08
Woonsocket,23,,,,2020-04-08
Barrington,17,,,,2020-04-09
Bristol,14,,,,2020-04-09
Burrillville,22,,,,2020-04-09
Central Falls,26,,,,2020-04-09
Charlestown,<5,,,,2020-04-09
Coventry,42,,,,2020-04-09
Cranston,112,,,,2020-04-09
Cumberland,40,,,,2020-04-09
East Greenwich,8,,,,2020-04-09
East Providence,49,,,,2020-04-09
Exeter,5,,,,2020-04-09
Foster,<5,,,,2020-04-09
Glocester,<5,,,,2020-04-09
Hopkinton,<5,,,,2020-04-09
Jamestown,6,,,,2020-04-09
Johnston,29,,,,2020-04-09
Lincoln,16,,,,2020-04-09
Little Compton,<5,,,,2020-04-09
Middletown,11,,,,2020-04-09
Narragansett,10,,,,2020-04-09
New Shoreham,<5,,,,2020-04-09
Newport,15,,,,2020-04-09
North Kingstown,42,,,,2020-04-09
North Providence,98,,,,2020-04-09
North Smithfield,6,,,,2020-04-09
Pawtucket,156,,,,2020-04-09
Portsmouth,12,,,,2020-04-09
Providence,345,,,,2020-04-09
Richmond,0,,,,2020-04-09
Scituate,7,,,,2020-04-09
Smithfield,22,,,,2020-04-09
South Kingstown,23,,,,2020-04-09
Tiverton,12,,,,2020-04-09
Warren,6,,,,2020-04-09
Warwick,67,,,,2020-04-09
West Greenwich,<5,,,,2020-04-09
West Warwick,34,,,,2020-04-09
Westerly,17,,,,2020-04-09
Woonsocket,27,,,,2020-04-09
Barrington,18,,,,2020-04-10
Bristol,14,,,,2020-04-10
Burrillville,24,,,,2020-04-10
Central Falls,35,,,,2020-04-10
Charlestown,5,,,,2020-04-10
Coventry,48,,,,2020-04-10
Cranston,136,,,,2020-04-10
Cumberland,52,,,,2020-04-10
East Greenwich,8,,,,2020-04-10
East Providence,58,,,,2020-04-10
Exeter,8,,,,2020-04-10
Foster,7,,,,2020-04-10
Glocester,<5,,,,2020-04-10
Hopkinton,<5,,,,2020-04-10
Jamestown,6,,,,2020-04-10
Johnston,40,,,,2020-04-10
Lincoln,20,,,,2020-04-10
Little Compton,6,,,,2020-04-10
Middletown,12,,,,2020-04-10
Narragansett,10,,,,2020-04-10
New Shoreham,<5,,,,2020-04-10
Newport,18,,,,2020-04-10
North Kingstown,47,,,,2020-04-10
North Providence,127,,,,2020-04-10
North Smithfield,7,,,,2020-04-10
Pawtucket,186,,,,2020-04-10
Portsmouth,14,,,,2020-04-10
Providence,504,,,,2020-04-10
Richmond,<5,,,,2020-04-10
Scituate,8,,,,2020-04-10
Smithfield,31,,,,2020-04-10
South Kingstown,24,,,,2020-04-10
Tiverton,18,,,,2020-04-10
Warren,7,,,,2020-04-10
Warwick,75,,,,2020-04-10
West Greenwich,<5,,,,2020-04-10
West Warwick,37,,,,2020-04-10
Westerly,19,,,,2020-04-10
Woonsocket,42,,,,2020-04-10
Barrington,22,,,,2020-04-14
Bristol,20,,,,2020-04-14
Burrillville,30,,,,2020-04-14
Central Falls,76,,,,2020-04-14
Charlestown,5,,,,2020-04-14
Coventry,55,,,,2020-04-14
Cranston,197,,,,2020-04-14
Cumberland,75,,,,2020-04-14
East Greenwich,15,,,,2020-04-14
East Providence,123,,,,2020-04-14
Exeter,8,,,,2020-04-14
Foster,7,,,,2020-04-14
Glocester,<5,,,,2020-04-14
Hopkinton,5,,,,2020-04-14
Jamestown,6,,,,2020-04-14
Johnston,53,,,,2020-04-14
Lincoln,26,,,,2020-04-14
Little Compton,7,,,,2020-04-14
Middletown,17,,,,2020-04-14
Narragansett,17,,,,2020-04-14
New Shoreham,<5,,,,2020-04-14
Newport,21,,,,2020-04-14
North Kingstown,54,,,,2020-04-14
North Providence,180,,,,2020-04-14
North Smithfield,8,,,,2020-04-14
Pawtucket,288,,,,2020-04-14
Portsmouth,16,,,,2020-04-14
Providence,766,,,,2020-04-14
Richmond,<5,,,,2020-04-14
Scituate,12,,,,2020-04-14
Smithfield,48,,,,2020-04-14
South Kingstown,38,,,,2020-04-14
Tiverton,26,,,,2020-04-14
Warren,7,,,,2020-04-14
Warwick,122,,,,2020-04-14
West Greenwich,6,,,,2020-04-14
West Warwick,46,,,,2020-04-14
Westerly,23,,,,2020-04-14
Woonsocket,67,,,,2020-04-14
Barrington,24,,,,2020-04-16
Bristol,24,,,,2020-04-16
Burrillville,33,,,,2020-04-16
Central Falls,103,,,,2020-04-16
Charlestown,5,,,,2020-04-16
Coventry,57,,,,2020-04-16
Cranston,220,,,,2020-04-16
Cumberland,96,,,,2020-04-16
East Greenwich,18,,,,2020-04-16
East Providence,159,,,,2020-04-16
Exeter,8,,,,2020-04-16
Foster,7,,,,2020-04-16
Glocester,0,,,,2020-04-16
Hopkinton,5,,,,2020-04-16
Jamestown,6,,,,2020-04-16
Johnston,59,,,,2020-04-16
Lincoln,33,,,,2020-04-16
Little Compton,7,,,,2020-04-16
Middletown,19,,,,2020-04-16
Narragansett,17,,,,2020-04-16
New Shoreham,0,,,,2020-04-16
Newport,22,,,,2020-04-16
North Kingstown,67,,,,2020-04-16
North Providence,209,,,,2020-04-16
North Smithfield,12,,,,2020-04-16
Pawtucket,347,,,,2020-04-16
Portsmouth,16,,,,2020-04-16
Providence,973,,,,2020-04-16
Richmond,6,,,,2020-04-16
Scituate,12,,,,2020-04-16
Smithfield,54,,,,2020-04-16
South Kingstown,39,,,,2020-04-16
Tiverton,28,,,,2020-04-16
Warren,8,,,,2020-04-16
Warwick,141,,,,2020-04-16
West Greenwich,7,,,,2020-04-16
West Warwick,49,,,,2020-04-16
Westerly,24,,,,2020-04-16
Woonsocket,84,,,,2020-04-16
Barrington,23,,,,2020-04-17
Bristol,25,,,,2020-04-17
Burrillville,33,,,,2020-04-17
Central Falls,129,,,,2020-04-17
Charlestown,6,,,,2020-04-17
Coventry,62,,,,2020-04-17
Cranston,245,,,,2020-04-17
Cumberland,110,,,,2020-04-17
East Greenwich,20,,,,2020-04-17
East Providence,188,,,,2020-04-17
Exeter,11,,,,2020-04-17
Foster,7,,,,2020-04-17
Glocester,5,,,,2020-04-17
Hopkinton,5,,,,2020-04-17
Jamestown,6,,,,2020-04-17
Johnston,69,,,,2020-04-17
Lincoln,37,,,,2020-04-17
Little Compton,9,,,,2020-04-17
Middletown,19,,,,2020-04-17
Narragansett,19,,,,2020-04-17
New Shoreham,0,,,,2020-04-17
Newport,22,,,,2020-04-17
North Kingstown,68,,,,2020-04-17
North Providence,233,,,,2020-04-17
North Smithfield,13,,,,2020-04-17
Pawtucket,380,,,,2020-04-17
Portsmouth,18,,,,2020-04-17
Providence,1093,,,,2020-04-17
Richmond,6,,,,2020-04-17
Scituate,14,,,,2020-04-17
Smithfield,56,,,,2020-04-17
South Kingstown,42,,,,2020-04-17
Tiverton,29,,,,2020-04-17
Warren,9,,,,2020-04-17
Warwick,154,,,,2020-04-17
West Greenwich,7,,,,2020-04-17
West Warwick,56,,,,2020-04-17
Westerly,26,,,,2020-04-17
Woonsocket,91,,,,2020-04-17
Barrington,24,,,,2020-04-18
Bristol,26,,,,2020-04-18
Burrillville,36,,,,2020-04-18
Central Falls,134,,,,2020-04-18
Charlestown,6,,,,2020-04-18
Coventry,67,,,,2020-04-18
Cranston,271,,,,2020-04-18
Cumberland,117,,,,2020-04-18
East Greenwich,20,,,,2020-04-18
East Providence,224,,,,2020-04-18
Exeter,11,,,,2020-04-18
Foster,8,,,,2020-04-18
Glocester,8,,,,2020-04-18
Hopkinton,5,,,,2020-04-18
Jamestown,6,,,,2020-04-18
Johnston,74,,,,2020-04-18
Lincoln,41,,,,2020-04-18
Little Compton,9,,,,2020-04-18
Middletown,18,,,,2020-04-18
Narragansett,18,,,,2020-04-18
New Shoreham,0,,,,2020-04-18
Newport,22,,,,2020-04-18
North Kingstown,69,,,,2020-04-18
North Providence,253,,,,2020-04-18
North Smithfield,14,,,,2020-04-18
Pawtucket,415,,,,2020-04-18
Portsmouth,19,,,,2020-04-18
Providence,1220,,,,2020-04-18
Richmond,6,,,,2020-04-18
Scituate,15,,,,2020-04-18
Smithfield,60,,,,2020-04-18
