school,lea,type,new_student_cases_low,new_student_cases_high,new_student_cases_avg,total_student_cases_low,total_student_cases_high,total_student_cases_avg,new_staff_cases_low,new_staff_cases_high,new_staff_cases_avg,total_staff_cases_low,total_staff_cases_high,total_staff_cases_avg,date
The Learning Community Charter School,Learning Community,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Lincoln Central Elementary School,Lincoln,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Lincoln Middle School,Lincoln,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Lincoln Senior High School,Lincoln,in person,0,0,0.0,35,39,37.0,0,0,0.0,10,14,12.0,2021-02-10
Lonsdale Elementary School,Lincoln,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Northern Lincoln Elementary School,Lincoln,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Saylesville Elementary School,Lincoln,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Wilbur and McMahon Schools,Little Compton,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Metropolitan Regional Career and Technical Center,MET Career and Tech,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Aquidneck School,Middletown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Forest Avenue School,Middletown,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Joseph H. Gaudet Learning Academy,Middletown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Joseph H. Gaudet Middle School,Middletown,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Middletown High School,Middletown,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Narragansett Elementary School,Narragansett,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Narragansett High School,Narragansett,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Narragansett Pier School,Narragansett,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Block Island School,New Shoreham,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Claiborne Pell Elementary School,Newport,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Frank E. Thompson Middle School,Newport,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Rogers High School,Newport,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
The Pell Annex @ John F. Kennedy School,Newport,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Davisville Academy,North Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Davisville Middle School,North Kingstown,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Fishing Cove Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Forest Park Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Hamilton Elementary School,North Kingstown,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
North Kingstown Senior High School,North Kingstown,in person,0,0,0.0,50,54,52.0,0,0,0.0,10,14,12.0,2021-02-10
Stony Lane Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Suzanne M. Henseler Quidnessett Elementary School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Wickford Middle School,North Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Birchwood Middle School,North Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
Centredale School,North Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Dr. Edward A. Ricci Middle School,North Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Dr. Joseph A Whelan Elementary School,North Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Greystone School,North Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
James L. McGuire School,North Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
North Providence High School,North Providence,in person,0,0,0.0,35,39,37.0,0,0,0.0,15,19,17.0,2021-02-10
Stephen Olney School,North Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
North Smithfield Elementary School,North Smithfield,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-02-10
North Smithfield High School,North Smithfield,in person,0,0,0.0,25,29,27.0,0,0,0.0,5,9,7.0,2021-02-10
North Smithfield Middle School,North Smithfield,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Northern RI Collaborative,Northern RI Collaborative,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Paul Cuffee Lower School,Paul Cuffee Charter Sch,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Paul Cuffee Middle School,Paul Cuffee Charter Sch,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Paul Cuffee Upper School,Paul Cuffee Charter Sch,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Agnes E. Little School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Charles E. Shea High School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Curvin-McCabe School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Elizabeth Baldwin School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Fallon Memorial School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Flora S. Curtis Memorial School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Francis J. Varieur School,Pawtucket,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-02-10
Henry J. Winters School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Jacqueline M. Walsh School for the Performing and Visual Arts,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Joseph Jenks Middle School,Pawtucket,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Lyman B. Goff Middle School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Nathanael Greene Elementary School (Pawtucket),Pawtucket,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Potter-Burns School,Pawtucket,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Providence Autism School to Tomorrow Academy,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Samuel Slater Middle School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
William E Tolman Senior High School,Pawtucket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Howard Hathaway School,Portsmouth,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Melville Elementary School,Portsmouth,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Portsmouth High School,Portsmouth,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
Portsmouth Middle School,Portsmouth,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Academy For Little Children,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Action Based Enterprises,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Barrington Christian Academy,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Block Island Early Learning Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Bradley School North,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Bradley School Providence,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Bradley School-South,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Brown Fox Point Early Childhood Ed. Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
"CHILD, Inc., Draper Avenue Center",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
"CHILD, Inc.- Payan Street",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Cadence Academy Preschool,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Calvary Christian Preschool,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Center for Individualized Training and Ed.,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Children's Friend @ Dorcas International,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Community Preparatory School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Cornerstone School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Cranston Child Development Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Day Spring Christian Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
East Bay Community Action Program Head Start @ John Chafee Blvd,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Eleanor Briggs School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Greenwich Village Nursery and Kindergarten,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Groden Center South,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-02-10
Harmony Hill School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Henry Barnard School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
High Road School of Providence,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Islamic School of RI,Private Schools,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
Jewish Community Day School of Rhode Island,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Lifespan School Solutions,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Lincoln School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Meadowbrook Waldorf School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Meadowridge School-Justice Resource,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Meeting Street School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Middlebridge School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Montessori Centre of Barrington,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Montessori Children's House,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Moses Brown School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Mount Pleasant Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Ocean State Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-02-10
Ocean State Montessori School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Overbrook Academy,Private Schools,in person,5,9,7.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Pathways Strategic Teaching Center(Coventry),Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-02-10
Pathways Strategic Teaching Center(Warwick),Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Portsmouth Abbey School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-02-10
Providence Country Day School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Providence Hebrew Day/N.E. Academy of Torah,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Quest Montessori School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
READS Collaborative,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Rocky Hill School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Roger Williams Day Care Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Sakonnet Early Learning Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
San Miguel School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Sargent Rehabilitation Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
School One,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Sophia Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Southcoast Educational Collaborative,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Andrew's School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
St. George's School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
St. Mary's Home for Children/George N. Hunt Campus School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
St. Michael's Country Day School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
St. Patrick's School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Swansea Wood School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Bradley School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
The Croft School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The French-American School of RI,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
The Gordon School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
The Grace School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
"The Groden Center, Inc.",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-02-10
The Pennfield School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
The Providence Center School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-02-10
The Romerry School for Young Children,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Spurwink School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Tides School - Pawtucket,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Tides School - West Warwick,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Wheeler School,Private Schools,in person,0,0,0.0,15,19,17.0,0,0,0.0,15,19,17.0,2021-02-10
The Wolf School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Trinity Christian Academy,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
West Bay Christian Academy,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Westerly Pre-School Childhood Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Woonsocket Head Start-Bourdon Blvd Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
360 High School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
A Venture Academy,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Alan Shawn Feinstein Elementary at Broad Street,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-02-10
Alfred Lima Sr. Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Anthony Carnevale Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,15,19,17.0,2021-02-10
Asa Messer Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Carl G. Lauro Elementary School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-02-10
Central High School,Providence,in person,0,0,0.0,25,29,27.0,0,0,0.0,5,9,7.0,2021-02-10
Charles N. Fortes Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Classical High School,Providence,in person,5,9,7.0,65,69,67.0,0,0,0.0,5,9,7.0,2021-02-10
Dr. Jorge Alvarez High School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
"Dr. Martin Luther King, Jr. Elementary School",Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
E-Cubed Academy,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Esek Hopkins Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Frank D. Spaziano Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Frank D. Spaziano Elementary School Annex,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-02-10
George J. West Elementary School,Providence,in person,0,0,0.0,25,29,27.0,0,0,0.0,10,14,12.0,2021-02-10
Gilbert Stuart Middle School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,10,14,12.0,2021-02-10
Governor Christopher DelSesto Middle School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,10,14,12.0,2021-02-10
Harry Kizirian Elementary School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-02-10
Highlander Charter School/Mariposa Center@Meeting St.School,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Hope High School,Providence,in person,0,0,0.0,30,34,32.0,0,0,0.0,20,24,22.0,2021-02-10
Leviton Dual Language School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Lillian Feinstein Elementary Sackett Street,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Love 4 All Childcare Center,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Mary E. Fogarty Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Mount Pleasant High School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,15,19,17.0,2021-02-10
Nathan Bishop Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,15,19,17.0,2021-02-10
Nathanael Greene Middle School (Providence),Providence,in person,0,0,0.0,25,29,27.0,0,0,0.0,15,19,17.0,2021-02-10
PPSD Multiple Pathway Evening Program,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Pleasant View School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,15,19,17.0,2021-02-10
Providence Career and Technical Academy,Providence,in person,0,0,0.0,35,39,37.0,0,0,0.0,5,9,7.0,2021-02-10
Providence Transition Academy and Providence Autism School to Tomorrow Academy,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Reservoir Avenue School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Robert F. Kennedy Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Robert L Bailey IV Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Roger Williams Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
The Sgt. Cornel Young Jr & Charlotte Woods Elementary School @ The B. Jae Clanton Complex,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Times2 Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
Times2 Middle/High School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-02-10
Vartan Gregorian Elementary School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Veazie Street School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Webster Avenue School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-02-10
West Broadway Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-02-10
"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,15,19,17.0,2021-02-10
William D'Abate Elementary School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Rhode Island School for the Deaf,R.I. Sch for the Deaf,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
RISE Prep Mayoral Academy Elementary School,RISE Prep Mayoral Academy,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
RISE Prep Mayoral Academy Middle School,RISE Prep Mayoral Academy,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
RI Nurses Institute Middle College Charter High School,Rhode Island Nurses Institute Middle College,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Clayville Elementary School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Hope Elementary School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
North Scituate Elementary School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Scituate High School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Scituate Middle School,Scituate,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Segue Institute for Learning,Segue Institute for Learning,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Sheila Skip Nowell Leadership Academy (Capital Campus),Sheila Skip Nowell Leadership Academy,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Anna M. McCabe School,Smithfield,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Momentum Professional Behavioral Services,Smithfield,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Old County Road School,Smithfield,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Raymond C. LaPerche School,Smithfield,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
Smithfield Senior High School,Smithfield,in person,0,0,0.0,65,69,67.0,0,0,0.0,10,14,12.0,2021-02-10
Vincent J. Gallagher Middle School,Smithfield,in person,0,0,0.0,30,34,32.0,0,0,0.0,10,14,12.0,2021-02-10
William Winsor School,Smithfield,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Broad Rock Middle School,South Kingstown,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
Curtis Corner Middle School,South Kingstown,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Matunuck School,South Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Peace Dale Elementary School,South Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-02-10
South Kingstown High School,South Kingstown,in person,0,0,0.0,25,29,27.0,0,0,0.0,5,9,7.0,2021-02-10
Wakefield Elementary School,South Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
West Kingston Elementary School,South Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
SouthSide Elementary Charter School,SouthSide Charter School,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
The Compass School,The Compass School,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
The Greene School,The Greene School,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
The Hope Academy,The Hope Academy,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Fort Barton School,Tiverton,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-10
Pocasset School,Tiverton,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Tiverton High School,Tiverton,in person,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-10
Tiverton Middle School,Tiverton,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-10
Walter E. Ranger School,Tiverton,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Urban Collaborative Accelerated Program,Urban Collaborative,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-10
Village Green Virtual Charter School,Village Green Virtual,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-10
Cedar Hill School,Warwick,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-02-10
